Start time,End time,Sensor_ID,Label,Label_ID,Activity_ID,Case_ID
2008-02-25 09:33:00,2008-02-25 09:33:00,24,go to bed,10,1,25_2
2008-02-25 09:33:00,2008-02-25 09:33:00,24,go to bed,10,2,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,6,go to bed,10,2,25_2
2008-02-25 09:33:00,2008-02-25 09:33:00,24,use toilet,4,3,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,6,use toilet,4,3,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,3,25_2
2008-02-25 09:33:00,2008-02-25 09:33:00,24,use toilet,4,4,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,6,use toilet,4,4,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,4,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,4,25_2
2008-02-25 09:33:00,2008-02-25 09:33:00,24,use toilet,4,5,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,6,use toilet,4,5,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,5,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,5,25_2
2008-02-25 09:37:00,2008-02-25 09:38:00,6,use toilet,4,5,25_2
2008-02-25 09:33:00,2008-02-25 09:33:00,24,use toilet,4,6,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,6,use toilet,4,6,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,6,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,6,25_2
2008-02-25 09:37:00,2008-02-25 09:38:00,6,use toilet,4,6,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,use toilet,4,6,25_2
2008-02-25 09:33:00,2008-02-25 09:33:00,24,use toilet,4,7,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,6,use toilet,4,7,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,7,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,7,25_2
2008-02-25 09:37:00,2008-02-25 09:38:00,6,use toilet,4,7,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,use toilet,4,7,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,use toilet,4,7,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,6,use toilet,4,8,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,8,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,use toilet,4,8,25_2
2008-02-25 09:37:00,2008-02-25 09:38:00,6,use toilet,4,8,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,use toilet,4,8,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,use toilet,4,8,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,use toilet,4,8,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,prepare Breakfast,13,9,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,prepare Breakfast,13,9,25_2
2008-02-25 09:37:00,2008-02-25 09:38:00,6,prepare Breakfast,13,9,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,prepare Breakfast,13,9,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,prepare Breakfast,13,9,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,9,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,9,25_2
2008-02-25 09:37:00,2008-02-25 09:37:00,14,prepare Breakfast,13,10,25_2
2008-02-25 09:37:00,2008-02-25 09:38:00,6,prepare Breakfast,13,10,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,prepare Breakfast,13,10,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,prepare Breakfast,13,10,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,10,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,10,25_2
2008-02-25 09:49:00,2008-02-25 09:50:00,1,prepare Breakfast,13,10,25_2
2008-02-25 09:37:00,2008-02-25 09:38:00,6,prepare Breakfast,13,11,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,prepare Breakfast,13,11,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,prepare Breakfast,13,11,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,11,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,11,25_2
2008-02-25 09:49:00,2008-02-25 09:50:00,1,prepare Breakfast,13,11,25_2
2008-02-25 09:50:00,2008-02-25 09:50:00,23,prepare Breakfast,13,11,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,prepare Breakfast,13,12,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,prepare Breakfast,13,12,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,12,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,12,25_2
2008-02-25 09:49:00,2008-02-25 09:50:00,1,prepare Breakfast,13,12,25_2
2008-02-25 09:50:00,2008-02-25 09:50:00,23,prepare Breakfast,13,12,25_2
2008-02-25 09:52:00,2008-02-25 09:53:00,1,prepare Breakfast,13,12,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,9,prepare Breakfast,13,13,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,13,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,13,25_2
2008-02-25 09:49:00,2008-02-25 09:50:00,1,prepare Breakfast,13,13,25_2
2008-02-25 09:50:00,2008-02-25 09:50:00,23,prepare Breakfast,13,13,25_2
2008-02-25 09:52:00,2008-02-25 09:53:00,1,prepare Breakfast,13,13,25_2
2008-02-25 09:53:00,2008-02-25 09:53:00,23,prepare Breakfast,13,13,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,14,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,14,25_2
2008-02-25 09:49:00,2008-02-25 09:50:00,1,prepare Breakfast,13,14,25_2
2008-02-25 09:50:00,2008-02-25 09:50:00,23,prepare Breakfast,13,14,25_2
2008-02-25 09:52:00,2008-02-25 09:53:00,1,prepare Breakfast,13,14,25_2
2008-02-25 09:53:00,2008-02-25 09:53:00,23,prepare Breakfast,13,14,25_2
2008-02-25 10:02:00,2008-02-25 10:02:00,5,prepare Breakfast,13,14,25_2
2008-02-25 09:49:00,2008-02-25 09:49:00,8,prepare Breakfast,13,15,25_2
2008-02-25 09:49:00,2008-02-25 09:50:00,1,prepare Breakfast,13,15,25_2
2008-02-25 09:50:00,2008-02-25 09:50:00,23,prepare Breakfast,13,15,25_2
2008-02-25 09:52:00,2008-02-25 09:53:00,1,prepare Breakfast,13,15,25_2
2008-02-25 09:53:00,2008-02-25 09:53:00,23,prepare Breakfast,13,15,25_2
2008-02-25 10:02:00,2008-02-25 10:02:00,5,prepare Breakfast,13,15,25_2
2008-02-25 10:10:00,2008-02-25 10:10:00,5,prepare Breakfast,13,15,25_2
2008-02-25 09:49:00,2008-02-25 09:50:00,1,prepare Breakfast,13,16,25_2
2008-02-25 09:50:00,2008-02-25 09:50:00,23,prepare Breakfast,13,16,25_2
2008-02-25 09:52:00,2008-02-25 09:53:00,1,prepare Breakfast,13,16,25_2
2008-02-25 09:53:00,2008-02-25 09:53:00,23,prepare Breakfast,13,16,25_2
2008-02-25 10:02:00,2008-02-25 10:02:00,5,prepare Breakfast,13,16,25_2
2008-02-25 10:10:00,2008-02-25 10:10:00,5,prepare Breakfast,13,16,25_2
2008-02-25 10:19:00,2008-02-25 10:19:00,12,prepare Breakfast,13,16,25_2
2008-02-25 09:50:00,2008-02-25 09:50:00,23,prepare Breakfast,13,17,25_2
2008-02-25 09:52:00,2008-02-25 09:53:00,1,prepare Breakfast,13,17,25_2
2008-02-25 09:53:00,2008-02-25 09:53:00,23,prepare Breakfast,13,17,25_2
2008-02-25 10:02:00,2008-02-25 10:02:00,5,prepare Breakfast,13,17,25_2
2008-02-25 10:10:00,2008-02-25 10:10:00,5,prepare Breakfast,13,17,25_2
2008-02-25 10:19:00,2008-02-25 10:19:00,12,prepare Breakfast,13,17,25_2
2008-02-25 16:54:00,2008-02-25 16:54:00,12,prepare Breakfast,13,17,25_2
2008-02-25 09:52:00,2008-02-25 09:53:00,1,prepare Breakfast,13,18,25_2
2008-02-25 09:53:00,2008-02-25 09:53:00,23,prepare Breakfast,13,18,25_2
2008-02-25 10:02:00,2008-02-25 10:02:00,5,prepare Breakfast,13,18,25_2
2008-02-25 10:10:00,2008-02-25 10:10:00,5,prepare Breakfast,13,18,25_2
2008-02-25 10:19:00,2008-02-25 10:19:00,12,prepare Breakfast,13,18,25_2
2008-02-25 16:54:00,2008-02-25 16:54:00,12,prepare Breakfast,13,18,25_2
2008-02-25 17:00:00,2008-02-25 17:00:00,6,prepare Breakfast,13,18,25_2
2008-02-25 09:53:00,2008-02-25 09:53:00,23,take shower,5,19,25_2
2008-02-25 10:02:00,2008-02-25 10:02:00,5,take shower,5,19,25_2
2008-02-25 10:10:00,2008-02-25 10:10:00,5,take shower,5,19,25_2
2008-02-25 10:19:00,2008-02-25 10:19:00,12,take shower,5,19,25_2
2008-02-25 16:54:00,2008-02-25 16:54:00,12,take shower,5,19,25_2
2008-02-25 17:00:00,2008-02-25 17:00:00,6,take shower,5,19,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,14,take shower,5,19,25_2
2008-02-25 10:02:00,2008-02-25 10:02:00,5,use toilet,4,20,25_2
2008-02-25 10:10:00,2008-02-25 10:10:00,5,use toilet,4,20,25_2
2008-02-25 10:19:00,2008-02-25 10:19:00,12,use toilet,4,20,25_2
2008-02-25 16:54:00,2008-02-25 16:54:00,12,use toilet,4,20,25_2
2008-02-25 17:00:00,2008-02-25 17:00:00,6,use toilet,4,20,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,14,use toilet,4,20,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,6,use toilet,4,20,25_2
2008-02-25 10:10:00,2008-02-25 10:10:00,5,use toilet,4,21,25_2
2008-02-25 10:19:00,2008-02-25 10:19:00,12,use toilet,4,21,25_2
2008-02-25 16:54:00,2008-02-25 16:54:00,12,use toilet,4,21,25_2
2008-02-25 17:00:00,2008-02-25 17:00:00,6,use toilet,4,21,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,14,use toilet,4,21,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,6,use toilet,4,21,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,use toilet,4,21,25_2
2008-02-25 10:19:00,2008-02-25 10:19:00,12,use toilet,4,22,25_2
2008-02-25 16:54:00,2008-02-25 16:54:00,12,use toilet,4,22,25_2
2008-02-25 17:00:00,2008-02-25 17:00:00,6,use toilet,4,22,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,14,use toilet,4,22,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,6,use toilet,4,22,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,use toilet,4,22,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,use toilet,4,22,25_2
2008-02-25 16:54:00,2008-02-25 16:54:00,12,use toilet,4,23,25_2
2008-02-25 17:00:00,2008-02-25 17:00:00,6,use toilet,4,23,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,14,use toilet,4,23,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,6,use toilet,4,23,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,use toilet,4,23,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,use toilet,4,23,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,use toilet,4,23,25_2
2008-02-25 17:00:00,2008-02-25 17:00:00,6,get drink,17,24,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,14,get drink,17,24,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,6,get drink,17,24,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,24,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,24,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,24,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,24,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,14,get drink,17,25,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,6,get drink,17,25,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,25,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,25,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,25,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,25,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,25,25_2
2008-02-25 17:01:00,2008-02-25 17:01:00,6,get drink,17,26,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,26,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,26,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,26,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,26,25_2
